Question,Doc_index
복수전공 신청 시 학기별 최소 학점 기준은 어떻게 되나요?,106.txt
복수전공 신청 경쟁 발생 시 우선 배정 기준은 무엇인가요?,106.txt
복수전공 사전심사는 모든 전공에 해당되나요?,106.txt
복수전공 신청에서 불이익을 피하려면 어떤 조건을 충족해야 하나요?,106.txt
외국인 유학생 복수전공 신청 요건에서 TOPIK은 반드시 필요한가요?,106.txt
복수전공 신청 시 사전심사 탈락자가 다시 지원할 수 있나요?,106.txt
복수전공 제한 전공은 신청이 불가능한가요?,106.txt
복수전공 허용 인원 초과 시 낙오자는 자동 탈락하나요?,106.txt
복수전공 신청 시 어떤 평점평균 기준이 적용되나요?,107.txt
복수전공 신청 시 유급 학기의 성적은 포함되나요?,107.txt
복수전공 신청 시 계절학기 성적도 반영되나요?,107.txt
복수전공 신청을 위한 평점평균 계산 방식은 어떻게 되나요?,107.txt
복수전공 신청 시 재수강 과목은 어떤 방식으로 반영되나요?,107.txt
복수전공을 포기하고 싶으면 어떻게 해야 하나요?,107.txt
휴학생도 복수전공 포기 신청이 가능한가요?,107.txt
복수전공 포기 후 등록금을 내지 않으면 어떻게 되나요?,107.txt
복수전공 포기 후 휴학할 경우 어떤 영향이 있나요?,107.txt
경영학과 복수전공을 위해 이수해야 하는 필수 과목은 무엇인가요?,107.txt
수강철회 과목은 복수전공 평점평균에 포함되나요?,107.txt
복수전공 평점평균에 재수강 과목은 어떻게 반영되나요?,107.txt
경영학과 복수전공 이수과목군 제도란 무엇인가요?,107.txt
경영학과 복수전공 과목군에서 몇 개를 이수해야 하나요?,107.txt
경영학과 복수전공을 신청하려면 어떤 과목을 들어야 하나요?,107.txt
2013학번부터 경영학과 복수전공 이수과목군 적용이 되나요?,107.txt
2006학번이 경영학과 복수전공 후 전과하면 과목군 기준을 적용받나요?,107.txt
복수전공 포기 신청은 어디서 하나요?,107.txt
복수전공 포기 시 승인 절차는 어떻게 되나요?,107.txt
복수전공 평점평균에 학점포기과목은 포함되나요?,107.txt
경영학과 복수전공을 위한 전공기반영역 이수 조건은 무엇인가요?,107.txt
복수전공 포기 후 졸업요건이 충족되면 자동 졸업되나요?,107.txt
경영학과 복수전공 과목군은 왜 지정되어 있나요?,107.txt
복수전공 신청 시 수강신청 학점에는 어떤 과목이 포함되나요?,107.txt
복수전공 포기 신청 후 미등록하면 어떤 일이 발생하나요?,107.txt
경영학과 복수전공 과목군의 총 과목 수는 몇 개인가요?,107.txt
복수전공 평점평균에서 등급은 어떤 방식으로 반영되나요?,107.txt
복수전공 신청 가능 평점 평균 기준은 누적 성적 기준인가요?,107.txt
복수전공 포기 신청을 GLS에서 처리해야 하나요?,107.txt
복수전공 평점평균에 재수강 전 성적도 포함되나요?,107.txt
경영학과 복수전공 신청자는 모든 과목을 들어야 하나요?,107.txt
경영학과 복수전공 제도는 언제부터 적용되었나요?,107.txt
재수강 후 받은 성적이 등급일 경우 계산은 어떻게 되나요?,107.txt
복수전공 신청 평점 기준에 포함되지 않는 성적 항목은 무엇인가요?,107.txt
복수전공 포기와 관련된 행정절차는 어디서 확인하나요?,107.txt
복수전공 포기 시 학생에게 불이익이 있을 수 있나요?,107.txt
경영학과 복수전공은 어떤 목적에서 과목군이 지정되었나요?,107.txt
경영학과 복수전공 지정 과목 중 반드시 이수해야 할 최소 과목 수는?,107.txt
2012학번은 경영학과 복수전공 신청 시 어떤 기준을 따라야 하나요?,107.txt
복수전공 신청 시 재수강한 과목의 평균은 어떻게 계산되나요?,107.txt
학점포기과목은 복수전공 평점에 어떻게 반영되나요?,107.txt
경영학과 복수전공 지정과목 중 일부만 들으면 신청할 수 있나요?,107.txt
경영학과 복수전공 과목군 제도가 폐지된 해는 언제인가요?,107.txt
복수전공 평점 평균 산정 시 제외되는 항목은 어떤 것이 있나요?,107.txt
복수전공 포기 신청은 특정 기간에만 가능한가요?,107.txt
경영학과 복수전공 과목군 제도는 누구에게 적용되지 않나요?,107.txt
복수전공 포기 시 학적 상태에 어떤 변화가 있나요?,107.txt
복수전공 포기와 졸업 연계 규정은 어떻게 되나요?,107.txt
복수전공 배정 이전에 들은 수업은 이수 인정이 되나요?,108.txt
복수전공이 확정되기 전 들은 과목도 인정되나요?,108.txt
복수전공 과목을 배정 전에 들었는데 학점 인정받을 수 있나요?,108.txt
복수전공 배정일 전 수강 과목은 전산 반영되나요?,108.txt
복수전공 배정 전 수강과목의 인정 여부는 어떻게 확인하나요?,108.txt
전기기술경영융합전공 등 특수 전공은 배정 전 수강과목 인정되나요?,108.txt
글로벌융합전공 수강 과목은 복수전공 배정 전에 인정되나요?,108.txt
융합전공의 경우 배정 전 수강 과목도 학점 인정되나요?,108.txt
복수전공 배정 전 들은 과목이 자동 반영되지 않으면 어떻게 하나요?,108.txt
복수전공을 포기하면 기존에 이수한 복수전공 과목은 삭제되나요?,108.txt
복수전공 포기 시 기 이수 과목은 어떻게 처리되나요?,108.txt
복수전공 과목 이수 후 포기하면 학점은 유지되나요?,108.txt
복수전공 과목을 이수한 후 전공을 취소하면 해당 학점은 어떻게 되나요?,108.txt
복수전공 포기 시 이수한 과목은 일반 전공으로 전환되나요?,108.txt
복수전공을 포기해도 기 취득 과목은 졸업 요건에 활용할 수 있나요?,108.txt
복수전공 포기 과목의 전공 인정 여부는 어디서 확인하나요?,108.txt
복수전공 포기한 후에도 해당 과목은 학위에 반영되나요?,108.txt
복수전공 이수 후 전공 취소하면 성적표에 반영되나요?,108.txt
복수전공 포기 과목의 활용 여부는 학과마다 다른가요?,108.txt
졸업 직전에 복수전공을 신청할 수 있나요?,108.txt
2025년 7월 복수전공 신청 시 2025년 8월 졸업에 영향이 있나요?,108.txt
복수전공 신청 후 이수 기준이 바뀌면 졸업이 늦어질 수 있나요?,108.txt
졸업예정자가 복수전공 신청 시 유의사항은?,108.txt
복수전공에 선발되면 졸업 일정에 변화가 생길 수 있나요?,108.txt
복수전공 배정 확정일은 언제인가요?,108.txt
전산에 복수전공 과목이 자동 반영되는 시점은 언제인가요?,108.txt
전공 배정 이후 과목이 반영되지 않았다면 어디에 문의하나요?,108.txt
복수전공 과목 자동 반영이 누락되면 어떤 절차가 필요한가요?,108.txt
글로벌융합전공은 사전 승인이 필요한가요?,108.txt
배정 전 수강한 융합전공 과목은 왜 인정되지 않을 수 있나요?,108.txt
복수전공을 포기하면 성적표에는 어떻게 표시되나요?,108.txt
복수전공 포기 과목은 교양 과목으로 인정될 수 있나요?,108.txt
복수전공 과목은 포기 후 일반전공으로 전환되나요?,108.txt
복수전공 과목이 주전공 졸업 요건에 충족되면 문제없나요?,108.txt
복수전공 포기 후 해당 과목은 졸업 이수학점에 포함되나요?,108.txt
복수전공을 포기하고 다른 전공을 신청할 수 있나요?,108.txt
복수전공 포기 신청은 GLS에서 처리하나요?,108.txt
복수전공 포기 후 전공학점 충족 여부는 어디서 확인하나요?,108.txt
복수전공 포기 후 학과별 인정 여부는 어떻게 되나요?,108.txt
복수전공 포기 과목은 졸업요건 충족 현황에서 어떻게 확인하나요?,108.txt
복수전공 배정 전 수강한 과목의 승인 기준은 무엇인가요?,108.txt
복수전공 신청 가능한 시점은 언제인가요?,108.txt
복수전공 신청 직후 졸업 가능한지 확인하는 방법은?,108.txt
복수전공 배정 이후 졸업 일정이 연기될 가능성은?,108.txt
복수전공 이수 기준 변경 시 이전 과목도 인정되나요?,108.txt
복수전공 포기 후 타 전공으로 전과 가능한가요?,108.txt
복수전공 배정 후 전공 기준이 변경되면 이전 과목은 유지되나요?,108.txt
연계전공은 어떤 방식으로 이수하나요?,109.txt
연계전공을 신청하려면 어떤 절차가 필요한가요?,109.txt
연계전공은 복수전공으로만 가능한가요?,109.txt
연계전공은 일반 전공과 달리 어떤 점이 다른가요?,109.txt
연계전공 신청은 언제 하나요?,109.txt
연계전공 신청 방법은 복수전공과 같은가요?,109.txt
연계전공의 전공과목은 어떻게 구성되어 있나요?,109.txt
연계전공의 이수학점 기준은 어떻게 되나요?,109.txt
연계전공별 영역별 최소수학 학점은 어디서 확인할 수 있나요?,109.txt
전공기준 복수전공자는 연계전공을 어떻게 이수하나요?,109.txt
2012학번 이전 학생의 연계전공 이수 조건은 어떻게 되나요?,109.txt
연계전공 교과목은 제1전공 및 제2전공과 중복 인정이 되나요?,109.txt
연계전공과 주전공 교과목이 동일할 경우 중복인정이 가능한가요?,109.txt
연계전공 과목은 졸업 학점에서 중복 인정되나요?,109.txt
연계전공과 주전공 학점은 이중으로 인정되나요?,109.txt
연계전공 교과목은 어느 교과목과 중복으로 인정받을 수 있나요?,109.txt
연계전공 주관 부서는 어디에서 확인하나요?,109.txt
문화와예술경영 연계전공의 주관부서는 어디인가요?,109.txt
앙트레프레너십 연계전공 담당 부서는 어디인가요?,109.txt
차세대반도체 연계전공의 위치는 어디인가요?,109.txt
한국학 연계전공 담당 부서는 어디인가요?,109.txt
공공인재 연계전공의 담당 부서는 어디인가요?,109.txt
러시아유라시아 연계전공 담당 부서 연락처는?,109.txt
연계전공 중 컴퓨터정보통신 담당 부서는 어디인가요?,109.txt
반도체소재공정 연계전공은 어디에서 문의하나요?,109.txt
연계전공은 복수전공과 동시에 이수 가능한가요?,109.txt
연계전공 이수는 필수인가요?,109.txt
연계전공 신청 시 자격 조건이 있나요?,109.txt
연계전공 교과목 이수 방법은 어디서 확인하나요?,109.txt
연계전공 신청 후 변경이 가능한가요?,109.txt
연계전공 이수 시 전공 중하위과목은 어떤 기준인가요?,109.txt
연계전공 학점 이수는 어떤 방식으로 계산되나요?,109.txt
연계전공은 어떤 학생에게 적합한가요?,109.txt
연계전공과 융합전공의 차이는 무엇인가요?,109.txt
연계전공 신청은 학기 중 언제 하나요?,109.txt
연계전공 중복 학점 인정 기준은?,109.txt
연계전공 교과목과 주전공 교과목이 겹치면 어떻게 되나요?,109.txt
연계전공 관련 문의는 어디로 해야 하나요?,109.txt
연계전공 신청 방법은 온라인인가요?,109.txt
연계전공 이수 시 주의할 점은?,109.txt
연계전공 담당 부서는 학과별로 다른가요?,109.txt
연계전공 교과목 중 동일 과목을 여러 전공에서 인정받을 수 있나요?,109.txt
연계전공 이수 조건은 어디에 명시되어 있나요?,109.txt
연계전공 포기 절차는 어떻게 되나요?,109.txt
연계전공 이수 시 전공심화 영역 이수도 필요한가요?,109.txt
연계전공 과목을 계절학기로 들어도 인정되나요?,109.txt
연계전공 교과목은 각 학기마다 동일하게 개설되나요?,109.txt
연계전공 홈페이지에서는 어떤 정보를 볼 수 있나요?,109.txt
생명융합학연계전공은 어떤 명칭으로 바뀌었나요?,110.txt
환경소재에너지전공은 현재도 모집하고 있나요?,110.txt
전공심화트랙이란 무엇인가요?,110.txt
전공심화트랙은 누구에게 적용되나요?,110.txt
복수전공 이수자는 전공심화트랙을 이수할 수 있나요?,110.txt
전공심화트랙은 별도 신청이 필요한가요?,110.txt
전공심화트랙 이수 시 어떤 혜택이 있나요?,110.txt
융합트랙이란 무엇인가요?,110.txt
융합트랙은 어떤 목적으로 운영되나요?,110.txt
융합트랙은 몇 학점 이상 이수해야 하나요?,110.txt
융합트랙은 학생이 자유롭게 설계할 수 있나요?,110.txt
융합트랙은 복수전공 신청 시 함께 신청 가능한가요?,110.txt
융합트랙은 제1전공 학점으로 인정되나요?,110.txt
전공심화트랙과 융합트랙의 관계는 어떻게 되나요?,110.txt
융합트랙 신청 자격은 어떻게 되나요?,110.txt
융합트랙 이수 시 복수전공도 가능한가요?,110.txt
융합트랙과 복수전공을 동시에 신청할 수 있나요?,110.txt
사회적경제 융합트랙은 어디서 관리하나요?,110.txt
반도체소재장비시스템 융합트랙 주관 부서는 어디인가요?,110.txt
과학기술정책및리더십 융합트랙은 어디에 문의해야 하나요?,110.txt
차세대바이오헬스 융합트랙 담당 부서는 어디인가요?,110.txt
융합트랙 과목은 어떤 기준으로 선택해야 하나요?,110.txt
전공심화트랙 인증은 성적표에 표시되나요?,110.txt
복수전공자는 전공심화트랙 인증을 받을 수 없나요?,110.txt
융합트랙 이수 시 전공심화트랙을 면제받을 수 있나요?,110.txt
융합트랙 교과목은 어떤 방식으로 구성되나요?,110.txt
복수전공 요건과 융합트랙 요건은 동일한가요?,110.txt
융합트랙을 포기하면 어떻게 되나요?,110.txt
융합트랙 신청 시기는 언제인가요?,110.txt
2021학년도 교육과정 개편은 융합트랙에 어떤 영향을 주었나요?,110.txt
융합트랙으로 졸업 요건을 충족할 수 있나요?,110.txt
제1전공 42학점 + 융합트랙 21학점이면 졸업 가능한가요?,110.txt
융합트랙은 몇 개까지 동시에 이수할 수 있나요?,110.txt
복수전공 학점은 외부수료로 이수 가능하다고 하는데 무슨 뜻인가요?,110.txt
전공심화트랙 별도 신청 없이 자동 적용되나요?,110.txt
융합트랙 이수 시 성적증명서에 어떻게 표시되나요?,110.txt
융합트랙 신청은 어디에서 하나요?,110.txt
융합트랙 이수 시 유의할 점은 무엇인가요?,110.txt
복수전공이 없어도 융합트랙 신청 가능한가요?,110.txt
폐지된 연계전공은 다시 부활할 가능성이 있나요?,110.txt
과거에 신청한 폐지 전공의 학점은 유효한가요?,110.txt
컴바이오닉스 연계전공은 어떤 내용을 다루나요?,110.txt
반도체소재장비시스템 융합트랙은 어떤 과목을 포함하나요?,110.txt
융합트랙 관련 문의는 어디로 하면 되나요?,110.txt
융합트랙은 정해진 전공에만 신청 가능한가요?,110.txt
융합트랙은 모든 학과 학생에게 열려 있나요?,110.txt
융합트랙 신청 전 알아야 할 핵심 정보는 무엇인가요?,110.txt
마이크로디그리란 무엇인가요?,111.txt
마이크로디그리는 어떤 제도인가요?,111.txt
마이크로디그리는 어떤 교육 제도인가요?,111.txt
마이크로디그리의 개념은 무엇인가요?,111.txt
마이크로디그리 제도는 언제부터 시행되었나요?,111.txt
마이크로디그리는 어떤 목적에서 도입되었나요?,111.txt
마이크로디그리 제도의 시작 연도는?,111.txt
2022학년도부터 시작된 교육제도는 무엇인가요?,111.txt
마이크로디그리는 어떤 환경 변화에 대응하나요?,111.txt
마이크로디그리의 도입 배경은 무엇인가요?,111.txt
마이크로디그리 이수를 위해 필요한 학점은 몇 학점인가요?,111.txt
마이크로디그리를 이수하려면 필수 과목이 있나요?,111.txt
마이크로디그리 이수 시 어떤 서류가 발급되나요?,111.txt
마이크로디그리 이수 후 어떤 증명이 제공되나요?,111.txt
마이크로디그리 완료 시 성적표에 반영되나요?,111.txt
마이크로디그리는 졸업증서에 표기되나요?,111.txt
마이크로디그리로 이수해도 졸업학점은 변하나요?,111.txt
마이크로디그리는 복수전공과 어떻게 다른가요?,111.txt
마이크로디그리와 복수전공의 차이는 무엇인가요?,111.txt
마이크로디그리를 신청할 수 있는 자격은?,111.txt
학사과정 마이크로디그리 신청 조건은 무엇인가요?,111.txt
대학원생도 마이크로디그리를 신청할 수 있나요?,111.txt
편입생도 마이크로디그리에 지원 가능한가요?,111.txt
학사과정 재학생이 마이크로디그리를 신청하려면?,111.txt
마이크로디그리 신청에 필요한 등록 학기 수는?,111.txt
등록학기 계산 시 유급학기도 포함되나요?,111.txt
유급학기 제외 규정은 어떻게 적용되나요?,111.txt
마이크로디그리마다 신청 자격이 다른가요?,111.txt
마이크로디그리마다 선발 기준이 다른가요?,111.txt
마이크로디그리는 언제 신청하나요?,111.txt
2025년 마이크로디그리 신청기간은 언제인가요?,111.txt
1학기 마이크로디그리 신청 기간은 언제인가요?,111.txt
2학기 마이크로디그리 신청 기간은 언제인가요?,111.txt
2025학년도 마이크로디그리 결과 발표일은 언제인가요?,111.txt
마이크로디그리 신청 결과는 언제 발표되나요?,111.txt
마이크로디그리 신청 일정은 어떻게 되나요?,111.txt
마이크로디그리는 매년 신청 가능한가요?,111.txt
마이크로디그리 신청은 매 학기 가능한가요?,111.txt
마이크로디그리 모집은 정기적으로 이루어지나요?,111.txt
마이크로디그리 추가 모집도 있나요?,111.txt
마이크로디그리 추가 모집 여부는 어디서 확인하나요?,111.txt
마이크로디그리 모집기간 외에 신청할 수 있나요?,111.txt
마이크로디그리 신청과 선발 절차는?,111.txt
마이크로디그리 신청은 어디서 하나요?,111.txt
마이크로디그리 신청 양식은 어떻게 되나요?,111.txt
마이크로디그리 관련 공지는 어디에서 확인하나요?,111.txt
마이크로디그리 운영에 대한 안내는 어디서 확인하나요?,111.txt
마이크로디그리 프로그램은 어떤 방식으로 운영되나요?,111.txt
어떤 마이크로디그리 프로그램들이 있나요?,112.txt
마이크로디그리 인공지능 경제학은 어떤 학과가 주관하나요?,112.txt
마이크로디그리 탄소중립 건축은 어떤 내용을 다루나요?,112.txt
마이크로디그리 인공지능 콘텐츠는 어디에 문의하나요?,112.txt
인공지능 반도체 마이크로디그리는 몇 학점인가요?,112.txt
마이크로디그리 미래형 자동차의 학과목은 무엇인가요?,112.txt
마이크로디그리 중 동일한 이름의 프로그램이 여러 학과에 있는 경우도 있나요?,112.txt
마이크로디그리 반도체 소프트웨어의 특징은 무엇인가요?,112.txt
인공지능 마이크로디그리는 어떤 학과에서 제공하나요?,112.txt
인공지능 융합비즈니스 마이크로디그리는 누가 담당하나요?,112.txt
K-철학커뮤니케이터 마이크로디그리의 주관 학과는 어디인가요?,112.txt
고령화사회 디자인학습은 어느 학과에서 운영하나요?,112.txt
지역사회 정보분석 마이크로디그리는 몇 학점인가요?,112.txt
AI를 통한 지역커뮤니티문제발견 프로그램은 어디에 문의하나요?,112.txt
지능형실감미디어와지역문화콘텐츠의 마이크로디그리 정보는?,112.txt
소셜벤처 크리에이터는 어떤 전공과 관련되나요?,112.txt
초고령 시대의 지역사회 개발은 어떤 내용을 포함하나요?,112.txt
데이터기반 지역사회분석은 어느 학과에서 운영하나요?,112.txt
행정학과에서 제공하는 마이크로디그리는 몇 개나 되나요?,112.txt
지속가능성장을 위한 지역개발전략은 어디서 신청하나요?,112.txt
응용화장품학 마이크로디그리는 어떤 학과의 과목인가요?,112.txt
ESG 마이크로디그리는 어떤 학과에서 관리하나요?,112.txt
반도체/디스플레이 공정/장비 관련 마이크로디그리는 어디서 운영하나요?,112.txt
지능형로봇 마이크로디그리는 같은 이름으로 몇 개 있나요?,112.txt
양자정보 및 양자컴퓨터 마이크로디그리 주관 학과는 어디인가요?,112.txt
스마트 창치/제조 마이크로디그리는 몇 학점인가요?,112.txt
신소재공학과의 마이크로디그리 이름은 무엇인가요?,112.txt
마이크로디그리 프로그램은 중복 수강 가능한가요?,112.txt
마이크로디그리는 졸업 요건에 포함되나요?,112.txt
학과목 있음 표시가 있는 마이크로디그리는 무엇을 의미하나요?,112.txt
마이크로디그리 신청은 언제 하나요?,112.txt
모든 마이크로디그리가 12학점인가요?,112.txt
9학점짜리 마이크로디그리는 어떤 프로그램인가요?,112.txt
마이크로디그리는 복수전공과 병행할 수 있나요?,112.txt
각 마이크로디그리의 문의 전화번호는 어디에서 확인하나요?,112.txt
마이크로디그리 관련 상담은 어디서 받을 수 있나요?,112.txt
마이크로디그리 이수 후 증명서는 발급되나요?,112.txt
마이크로디그리 신청 자격은 어떻게 되나요?,112.txt
전공과 무관하게 마이크로디그리 수강 가능한가요?,112.txt
마이크로디그리 이수에 제한 학년이 있나요?,112.txt
복수의 마이크로디그리를 동시에 이수할 수 있나요?,112.txt
마이크로디그리 관련 최신 정보는 어디서 확인하나요?,112.txt
이수 완료 후 어떤 혜택이 있나요?,112.txt
마이크로디그리 과목은 학사일정에 따라 달라지나요?,112.txt
졸업 후 마이크로디그리 활용 방안은?,112.txt
이수한 마이크로디그리를 취소할 수 있나요?,112.txt
마이크로디그리 성적은 어떻게 반영되나요?,112.txt
마이크로디그리 목록에는 어떤 프로그램이 있나요?,113.txt
2025년도에 제공되는 마이크로디그리 프로그램은 무엇인가요?,113.txt
현재 개설된 마이크로디그리의 종류는 무엇인가요?,113.txt
대학 과정에서 이수할 수 있는 마이크로디그리는?,113.txt
대학원생이 수강할 수 있는 마이크로디그리는 무엇인가요?,113.txt
각 마이크로디그리는 몇 학점으로 구성되어 있나요?,113.txt
마이크로디그리마다 요구되는 이수 학점은 얼마인가요?,113.txt
배터리' 마이크로디그리의 이수 학점은 몇 학점인가요?,113.txt
첨단 반도체 공정기술' 마이크로디그리는 몇 학점인가요?,113.txt
마이크로디그리 ‘기후변화와 지속가능 미래’는 어떤 학과가 주관하나요?,113.txt
‘저탄소 그린에너지’ 마이크로디그리는 어떤 학과 소속인가요?,113.txt
영어와 인공지능' 마이크로디그리의 주관학과는?,113.txt
‘미래형자동차용SW’는 어떤 학생이 이수할 수 있나요?,113.txt
마이크로디그리 프로그램은 어느 부서에서 문의하나요?,113.txt
각 마이크로디그리의 문의 전화번호는 어디에서 확인하나요?,113.txt
마이크로디그리 관련 문의는 어떤 경로로 하나요?,113.txt
이수대상 전공은 어디서 확인할 수 있나요?,113.txt
이수대상 전공이 어떻게 정해지나요?,113.txt
마이크로디그리 이수대상은 제한이 있나요?,113.txt
마이크로디그리 대상 전공이 궁금한데 어떻게 알 수 있나요?,113.txt
마이크로디그리는 누구나 신청할 수 있나요?,113.txt
각 마이크로디그리 신청 시 주의할 점은?,113.txt
마이크로디그리 신청 전에 확인해야 할 사항은?,113.txt
마이크로디그리 정보를 최신으로 유지하는 방법은?,113.txt
학기 중 마이크로디그리 목록이 바뀔 수 있나요?,113.txt
마이크로디그리 목록은 고정인가요?,113.txt
신규 마이크로디그리는 언제 추가되나요?,113.txt
마이크로디그리는 정기적으로 갱신되나요?,113.txt
마이크로디그리는 학기마다 변경될 수 있나요?,113.txt
마이크로디그리 명칭이 변경될 수도 있나요?,113.txt
마이크로디그리 목록은 어디서 확인하나요?,113.txt
마이크로디그리 신규 개설 소식은 어떻게 알 수 있나요?,113.txt
대학원 과정의 마이크로디그리는 어떤 것들이 있나요?,113.txt
대학원생 전용 마이크로디그리에는 어떤 것이 있나요?,113.txt
미래형자동차용SW'는 대학원생만 수강 가능한가요?,113.txt
대학과 대학원의 마이크로디그리 차이는 무엇인가요?,113.txt
마이크로디그리는 학부와 대학원이 모두 이수 가능한가요?,113.txt
전자전기공학부에서 운영하는 마이크로디그리는?,113.txt
화학공학과 주관 마이크로디그리에는 어떤 것들이 있나요?,113.txt
신소재공학부는 어떤 마이크로디그리를 운영하나요?,113.txt
아동청소년학과가 주관하는 마이크로디그리는?,113.txt
영어영문학과에서 운영하는 마이크로디그리는 무엇인가요?,113.txt
소프트웨어학과가 담당하는 마이크로디그리는 어떤 것인가요?,113.txt
소비자학과의 마이크로디그리는 무엇인가요?,113.txt
마이크로디그리에서 '비고'란은 어떤 정보를 포함하나요?,113.txt
비고란이 채워져 있는 마이크로디그리는 무엇이 있나요?,113.txt
마이크로디그리에서 '학과목 있음'이란 어떤 의미인가요?,113.txt
마이크로디그리 목록 중 유사한 이름이 있는 항목이 있나요?,113.txt
융합전공의 정의는 무엇인가요?,114.txt
융합전공은 어떤 목적으로 도입되었나요?,114.txt
융합전공이 기존 전공과 다른 점은?,114.txt
융합전공은 어떤 방식으로 이수할 수 있나요?,114.txt
글로벌융합학부의 전공은 단일전공으로 이수 가능한가요?,114.txt
복수전공으로도 글로벌융합학부 전공을 이수할 수 있나요?,114.txt
융합전공은 입학 계열과 무관하게 선택 가능한가요?,114.txt
융합전공은 어느 학년부터 이수 가능한가요?,114.txt
2학년 진입 시 가능한 글로벌융합학부 전공은?,114.txt
글로벌융합학부 전공에 진입하려면 어떤 조건이 필요한가요?,114.txt
글로벌융합학부 제1전공 신청 자격은 무엇인가요?,114.txt
글로벌융합학부 제1전공 신청 대상은 누구인가요?,114.txt
글로벌융합학부 제1전공 신청은 언제 하나요?,114.txt
글로벌융합학부 전공별 선발 인원은 몇 명인가요?,114.txt
글로벌융합학부는 매년 몇 명을 선발하나요?,114.txt
글로벌융합학부에서 선발하는 전공 수는 몇 개인가요?,114.txt
글로벌융합학부 선발 인원은 어떻게 결정되나요?,114.txt
글로벌융합학부의 세부 전공은 무엇이 있나요?,114.txt
데이터사이언스융합전공은 어떤 학부에 속하나요?,114.txt
지능형로봇융합전공은 어떻게 이수하나요?,114.txt
글로벌융합학부 전공 진입은 몇 학년부터 가능한가요?,114.txt
1학년 2학기 재학생도 글로벌융합학부 전공 신청 가능한가요?,114.txt
1학년 재학생이 융합전공 신청할 수 있는 조건은?,114.txt
글로벌융합학부 전공 신청 조건은?,114.txt
제1전공 변경은 언제 가능한가요?,114.txt
글로벌융합학부 전공은 제1전공으로 전환 가능한가요?,114.txt
4학년 때 제1전공을 글로벌융합학부 전공으로 바꿀 수 있나요?,114.txt
글로벌융합학부 전공은 부전공으로도 이수 가능한가요?,114.txt
글로벌융합학부 관련 정보는 어디서 확인하나요?,114.txt
글로벌융합학부 모집 정보는 어디에 공지되나요?,114.txt
글로벌융합학부 공식 홈페이지 주소는?,114.txt
글로벌융합학부 홈페이지에서 확인 가능한 정보는?,114.txt
글로벌융합학부 전공 진입 방식은 어떻게 되나요?,114.txt
글로벌융합학부는 학문 간 어떤 연계를 강조하나요?,114.txt
글로벌융합학부는 어떤 인재를 양성하고자 하나요?,114.txt
융합전공은 제4차 산업혁명과 어떤 관련이 있나요?,114.txt
융합전공이 제공하는 교육적 장점은?,114.txt
글로벌융합학부는 전공 선택에 어떤 자유를 제공하나요?,114.txt
융합전공으로 이수 가능한 트랙은 무엇인가요?,114.txt
글로벌융합학부 진입 시 선택 가능한 트랙 수는?,114.txt
융합전공은 일반 전공보다 어떤 면에서 융통성이 있나요?,114.txt
글로벌융합학부는 어떤 계열 학생에게 개방되어 있나요?,114.txt
글로벌융합학부 전공은 인문사회계열 학생도 이수 가능한가요?,114.txt
공학계열 학생이 글로벌융합학부 전공을 선택할 수 있나요?,114.txt
자연과학계열 학생의 글로벌융합학부 진입이 가능한가요?,114.txt
글로벌융합학부는 전공 간 경계를 어떻게 허물고 있나요?,114.txt
글로벌융합학부 진입 조건은 계열에 따라 다른가요?,114.txt
글로벌융합학부 진입은 언제 신청하나요?,115.txt
글로벌융합학부 진입 신청 시기는 어떻게 되나요?,115.txt
글로벌융합학부 신청은 어떻게 공지되나요?,115.txt
글로벌융합학부에 진입하려면 어떤 절차가 필요한가요?,115.txt
대계열 학과진입과 글로벌융합학부 진입을 동시에 신청할 수 있나요?,115.txt
글로벌융합학부 진입이 확정되면 학과진입 내역은 어떻게 되나요?,115.txt
글로벌융합학부 진입 후 기존 소속학과로 변경 가능한가요?,115.txt
글로벌융합학부는 대계열 소속 학생도 진입 가능한가요?,115.txt
융합전공별 진입 인원 제한이 있나요?,115.txt
모집단위별 융합전공 진입 가능 인원은 몇 명인가요?,115.txt
융합전공 복수전공 신청은 어떤 일정을 따르나요?,115.txt
융합전공 복수전공 신청 시 지켜야 할 지침은?,115.txt
복수전공 신청은 어느 부서에 문의해야 하나요?,115.txt
데이터사이언스융합전공의 특징은?,115.txt
데이터사이언스융합전공에서는 무엇을 배울 수 있나요?,115.txt
데이터사이언스융합전공은 어떤 기술을 중심으로 교육하나요?,115.txt
데이터사이언스융합전공은 어떤 역량을 기르나요?,115.txt
데이터사이언스를 다양한 분야에 어떻게 적용하나요?,115.txt
데이터사이언스 전공자는 어떤 문제를 해결하나요?,115.txt
데이터사이언스융합전공은 어떤 방식으로 교육하나요?,115.txt
데이터사이언스융합전공에서 프로젝트 기반 학습은 어떻게 이루어지나요?,115.txt
데이터사이언스융합전공은 협업 중심 교육을 제공하나요?,115.txt
데이터사이언스융합전공은 어떤 인재를 양성하나요?,115.txt
데이터사이언스융합전공에서 데이터윤리는 어떤 의미인가요?,115.txt
데이터사이언스융합전공에서 사회적 책임 교육이 포함되나요?,115.txt
데이터사이언스융합전공의 최종 목표는?,115.txt
데이터과학자 양성과정은 어떻게 구성되나요?,115.txt
데이터과학자 양성과정의 주요 교육 내용은 무엇인가요?,115.txt
